Date,Store,Customers,Promo,Weather,Day_Type,Sales
2023-01-02,B,318.0,0,,holiday,6514.17
2023-02-02,B,377.0,1,rainy,weekday,8360.37
2023-06-07,B,584.0,1,snowy,weekend,13948.72
2023-06-10,A,694.0,0,sunny,holiday,14740.57
2023-03-18,B,240.0,,rainy,weekday,4988.4
2023-04-26,B,945.0,1,,weekday,22837.27
2023-06-03,C,706.0,1,sunny,weekday,19747.44
2023-05-30,A,976.0,1,snowy,holiday,24764.8
2023-04-13,C,805.0,1,rainy,weekday,19608.65
2023-06-15,A,209.0,0,,holiday,5287.16
2023-04-13,A,151.0,1,,weekend,2865.5
2023-03-31,A,714.0,1,rainy,,16723.09
2023-06-23,C,712.0,0,,weekday,14036.5
2023-05-02,C,753.0,1,sunny,weekday,18353.01
2023-05-23,C,812.0,1,,weekday,19952.89
2023-04-16,C,418.0,1,sunny,holiday,12407.21
2023-04-29,B,298.0,0,sunny,weekday,5901.29
2023-06-21,B,895.0,0,rainy,weekend,18154.08
2023-02-18,B,828.0,0,,holiday,16358.22
2023-04-14,A,145.0,1,sunny,weekday,1876.7
2023-03-02,B,604.0,,,weekday,
2023-05-03,A,639.0,0,sunny,holiday,15861.4
2023-05-14,C,613.0,0,snowy,weekend,13483.8
2023-01-09,A,994.0,1,rainy,weekday,24541.36
2023-01-06,A,116.0,0,rainy,,1829.37
2023-03-14,B,414.0,0,rainy,weekday,8271.18
2023-04-13,C,535.0,1,sunny,weekend,15369.04
2023-06-09,C,487.0,1,snowy,weekend,13257.79
2023-02-10,B,176.0,1,sunny,weekend,3412.49
2023-04-24,C,998.0,1,rainy,weekday,23896.4
2023-01-08,C,470.0,0,sunny,weekend,9531.28
2023-03-13,C,264.0,1,rainy,weekend,7168.09
2023-06-27,B,708.0,0,,holiday,15633.51
2023-04-02,C,716.0,0,sunny,holiday,14651.64
2023-03-03,A,123.0,0,,weekend,2997.56
2023-03-25,A,811.0,0,sunny,weekend,16299.62
2023-03-03,C,134.0,0,rainy,holiday,2763.64
2023-04-21,B,613.0,1,,weekday,15337.59
2023-05-07,B,900.0,1,sunny,holiday,26605.75
2023-01-07,B,943.0,0,rainy,holiday,20043.79
2023-03-25,C,953.0,1,sunny,holiday,26109.37
2023-05-12,C,560.0,1,,holiday,16196.69
2023-05-14,A,237.0,0,sunny,,3855.84
2023-02-27,B,948.0,0,sunny,weekday,19060.95
2023-01-22,A,673.0,0,,weekday,14094.43
2023-06-03,A,910.0,0,rainy,weekday,17849.36
2023-05-07,B,808.0,1,sunny,weekend,20653.95
2023-01-03,C,988.0,0,sunny,,20123.93
2023-05-07,C,670.0,0,snowy,weekend,13305.9
2023-02-10,A,364.0,0,snowy,weekday,5737.39
2023-04-16,A,432.0,1,rainy,weekday,9686.08
2023-01-14,A,287.0,0,,weekend,5688.46
2023-01-12,A,162.0,1,rainy,weekday,6060.55
2023-03-28,B,919.0,0,rainy,weekend,17587.93
2023-01-12,A,378.0,1,rainy,weekday,9286.37
2023-05-21,A,641.0,,sunny,weekday,12466.94
2023-01-25,C,270.0,1,sunny,holiday,6393.71
2023-02-14,C,602.0,1,rainy,weekday,14960.51
2023-05-02,C,632.0,1,rainy,holiday,15036.71
2023-05-27,B,398.0,1,snowy,weekday,10254.17
2023-02-24,B,300.0,1,,holiday,7106.72
2023-04-10,C,,0,rainy,weekday,3813.74
2023-06-22,C,371.0,1,snowy,holiday,9748.39
2023-05-16,A,634.0,,rainy,,12760.89
2023-04-29,A,541.0,0,,holiday,12158.63
2023-02-22,B,186.0,,rainy,holiday,3330.62
2023-02-01,B,130.0,1,,holiday,1822.21
2023-02-20,A,220.0,1,sunny,,5410.08
2023-02-13,C,168.0,1,,weekday,3349.96
2023-03-23,,745.0,1,rainy,holiday,21983.72
2023-05-26,B,982.0,0,snowy,weekday,17795.72
2023-05-30,B,926.0,0,sunny,weekend,18092.35
2023-02-06,A,595.0,1,snowy,weekday,13088.5
2023-04-06,A,245.0,,rainy,weekend,5643.82
2023-02-25,A,432.0,1,sunny,,11962.48
2023-04-15,B,580.0,0,snowy,,10161.59
2023-02-28,C,362.0,0,rainy,weekday,6765.31
2023-05-11,A,392.0,,snowy,weekday,7564.3
2023-06-05,B,528.0,0,,holiday,10586.76
2023-02-04,B,185.0,1,,weekend,5220.86
2023-04-03,B,115.0,0,rainy,weekday,2456.39
2023-04-07,A,827.0,0,snowy,weekday,15366.24
2023-05-15,A,727.0,0,rainy,weekday,13776.1
2023-03-17,C,217.0,0,snowy,weekday,2497.89
2023-02-18,B,369.0,1,sunny,weekday,9452.76
2023-04-04,A,494.0,0,rainy,weekday,8553.77
2023-06-08,B,954.0,0,rainy,,19765.6
2023-01-24,B,261.0,1,snowy,holiday,8196.69
2023-05-28,C,799.0,,rainy,weekend,14798.09
2023-02-06,A,203.0,1,sunny,weekday,4219.97
2023-01-04,A,752.0,0,snowy,weekday,11458.93
2023-04-18,B,266.0,0,snowy,weekday,5449.9
2023-05-06,B,399.0,1,snowy,weekday,8461.71
2023-01-20,C,127.0,1,sunny,weekday,3445.63
2023-06-01,C,523.0,0,sunny,weekday,9920.83
2023-02-19,C,883.0,0,rainy,weekend,16017.72
2023-06-26,C,661.0,1,snowy,,15062.07
2023-06-28,C,982.0,1,sunny,holiday,28422.66
2023-04-06,C,255.0,1,,weekday,6347.0
2023-04-15,B,423.0,0,rainy,weekday,7061.41
2023-06-13,C,447.0,0,sunny,weekend,9231.41
2023-04-27,B,220.0,0,sunny,weekday,4913.29
2023-04-08,B,751.0,0,sunny,,14818.17
2023-03-07,A,627.0,,rainy,,10869.37
2023-03-20,B,,0,sunny,weekday,20419.8
2023-06-11,B,660.0,1,sunny,weekday,14987.45
2023-06-13,C,263.0,1,,weekday,8849.6
2023-01-06,B,161.0,0,,weekday,3127.19
2023-02-08,C,439.0,1,,,11872.21
2023-06-19,C,765.0,1,sunny,weekday,19340.22
2023-04-25,C,411.0,,,weekday,7342.32
2023-05-05,A,475.0,0,snowy,weekday,9746.0
2023-01-12,C,445.0,0,,weekday,9515.94
2023-05-11,B,249.0,0,,weekday,4884.41
2023-01-18,C,987.0,0,sunny,,20467.67
2023-02-09,C,684.0,0,snowy,holiday,13407.24
2023-01-21,C,680.0,1,,weekday,14798.86
2023-05-23,A,276.0,0,sunny,weekday,3809.36
2023-04-09,B,453.0,,snowy,holiday,8947.54
2023-01-26,A,613.0,1,,weekend,15757.71
2023-01-08,B,408.0,1,sunny,holiday,11121.5
2023-04-10,A,218.0,0,snowy,weekday,3617.87
2023-03-28,B,618.0,0,,,11238.36
2023-02-11,A,866.0,1,snowy,weekday,18240.65
2023-06-21,C,577.0,0,snowy,,9624.79
2023-01-14,A,513.0,1,sunny,,13579.3
2023-03-19,A,686.0,1,rainy,,15516.24
2023-01-02,C,450.0,1,snowy,weekend,
2023-04-29,C,605.0,1,snowy,holiday,13947.48
2023-02-06,B,294.0,0,snowy,weekday,6358.61
2023-03-10,B,286.0,1,snowy,weekday,5970.98
2023-06-15,B,549.0,0,snowy,,9604.77
2023-02-10,A,595.0,1,rainy,weekend,14539.19
2023-03-03,B,614.0,0,sunny,weekend,13505.22
2023-03-01,A,795.0,0,rainy,weekday,15344.47
2023-05-05,A,946.0,0,sunny,weekend,20012.13
2023-04-21,B,372.0,,rainy,,6991.15
2023-01-14,B,979.0,1,sunny,,23905.61
2023-03-25,A,151.0,,,holiday,4528.59
2023-05-10,C,362.0,0,snowy,,6593.36
2023-03-11,C,467.0,1,sunny,holiday,13474.09
2023-05-25,A,232.0,0,sunny,weekend,5082.14
2023-05-03,B,324.0,0,snowy,weekday,5452.59
2023-03-30,A,409.0,1,,weekday,12620.38
2023-01-28,A,672.0,,snowy,,13203.13
2023-03-07,B,976.0,0,sunny,weekend,19928.89
2023-06-12,C,115.0,,sunny,,4352.57
2023-01-05,A,840.0,1,snowy,holiday,21708.1
2023-06-17,C,294.0,,rainy,weekend,4775.06
2023-06-13,C,862.0,1,snowy,weekday,20188.8
2023-02-14,B,542.0,,sunny,holiday,12381.79
2023-05-31,A,402.0,1,sunny,weekend,10726.35
2023-02-16,A,147.0,0,sunny,weekday,3954.74
2023-01-31,C,846.0,0,,holiday,18986.93
2023-05-19,C,220.0,0,snowy,weekday,2151.13
2023-01-10,B,598.0,1,,weekend,14276.41
2023-04-28,C,931.0,1,snowy,holiday,22195.24
2023-01-14,B,661.0,1,,weekday,18520.59
2023-03-21,A,568.0,1,rainy,,14109.1
2023-04-03,B,140.0,0,sunny,weekday,3341.11
2023-01-10,C,555.0,0,sunny,weekday,11207.85
2023-03-17,A,633.0,0,snowy,weekend,
2023-04-04,B,470.0,1,sunny,,10296.37
2023-04-15,A,281.0,0,,weekend,6946.58
2023-01-01,B,616.0,0,rainy,weekday,13284.23
2023-05-13,C,756.0,0,,weekend,16587.42
2023-01-20,C,968.0,0,,holiday,20756.1
2023-01-08,A,689.0,0,snowy,holiday,13237.31
2023-06-20,A,330.0,0,sunny,weekday,7293.13
2023-01-01,A,908.0,,,weekend,18945.62
2023-02-26,B,447.0,0,snowy,weekday,7904.4
2023-03-05,C,578.0,1,,,13911.49
2023-04-28,A,308.0,0,,weekend,5771.49
2023-01-28,A,774.0,1,,holiday,21152.64
2023-05-01,A,779.0,1,snowy,weekday,16102.15
2023-04-17,B,377.0,1,rainy,holiday,10496.3
2023-06-14,A,848.0,1,,weekend,20299.46
2023-06-24,A,787.0,1,,weekend,21777.37
2023-06-14,B,152.0,,snowy,weekend,2374.13
2023-02-18,B,960.0,1,sunny,weekend,25075.11
2023-04-30,A,109.0,1,rainy,,3118.88
2023-02-13,,757.0,0,snowy,weekday,13366.88
2023-02-25,B,838.0,,sunny,holiday,17623.74
2023-06-05,C,847.0,1,snowy,,19315.29
2023-04-21,B,563.0,0,snowy,weekday,12112.49
2023-05-14,C,853.0,1,rainy,weekend,22057.52
2023-04-18,A,916.0,1,rainy,holiday,23138.47
2023-05-28,A,,1,rainy,weekday,15863.08
2023-04-24,C,257.0,,rainy,weekday,4429.58
2023-03-19,B,118.0,0,sunny,holiday,1461.2
2023-05-10,A,154.0,0,,,3679.86
2023-02-06,C,826.0,1,snowy,weekday,18291.56
2023-01-20,B,820.0,0,rainy,holiday,17470.06
2023-01-26,C,120.0,0,,,-214.83
2023-01-29,B,381.0,1,sunny,weekend,10725.77
2023-01-01,B,860.0,0,rainy,holiday,17355.35
2023-04-29,B,639.0,0,snowy,weekend,11127.13
2023-02-04,B,516.0,0,,weekday,8982.32
2023-02-28,C,907.0,1,rainy,weekday,20667.39
2023-03-10,C,822.0,0,snowy,weekday,14410.92
2023-06-10,C,384.0,0,,weekend,8997.14
2023-06-28,C,631.0,1,snowy,weekend,
2023-01-12,C,631.0,0,sunny,,13602.73
2023-01-20,B,610.0,,rainy,holiday,13054.3
2023-02-12,A,941.0,0,rainy,,19607.36
2023-05-06,A,495.0,1,snowy,weekend,11221.0
2023-02-19,C,219.0,1,,holiday,6477.6
2023-01-29,C,196.0,1,rainy,weekday,5841.37
2023-02-08,A,219.0,0,snowy,,4509.31
2023-06-20,B,636.0,0,sunny,,12549.71
2023-06-27,C,252.0,1,rainy,,5521.78
2023-05-31,B,344.0,0,snowy,weekend,4664.84
2023-06-21,A,871.0,1,,holiday,23688.99
2023-02-07,A,615.0,0,rainy,weekday,10808.69
2023-03-25,C,492.0,1,rainy,weekend,11728.86
2023-05-31,B,242.0,,sunny,weekday,4891.67
2023-05-08,C,603.0,,snowy,weekday,9449.01
2023-05-06,A,893.0,0,,weekday,16867.18
2023-02-14,B,946.0,0,sunny,weekday,19307.35
2023-02-21,C,957.0,,sunny,weekday,17874.99
2023-03-21,C,319.0,1,sunny,holiday,8722.77
2023-06-27,C,938.0,0,snowy,holiday,17184.74
2023-05-04,A,259.0,1,snowy,weekend,6616.25
2023-04-29,C,175.0,0,rainy,weekday,3949.24
2023-01-08,B,710.0,,snowy,weekend,14586.0
2023-03-26,C,791.0,0,sunny,holiday,18771.71
2023-05-09,A,738.0,1,snowy,holiday,18536.91
2023-01-08,C,131.0,1,,holiday,1664.65
2023-06-06,A,876.0,,rainy,,16645.99
2023-04-06,A,433.0,1,sunny,weekday,11282.92
2023-04-12,B,624.0,0,rainy,weekend,12569.43
2023-01-05,B,539.0,1,snowy,weekend,14305.18
2023-03-27,C,991.0,,rainy,holiday,22067.96
2023-06-24,A,451.0,1,rainy,,10736.14
2023-02-03,A,438.0,1,snowy,weekend,11052.51
2023-02-24,B,499.0,1,rainy,weekend,10981.08
2023-04-29,B,495.0,0,snowy,,9080.27
2023-06-20,C,301.0,1,sunny,holiday,6887.31
2023-06-07,A,629.0,0,rainy,,11780.89
2023-04-24,B,192.0,0,,weekday,3161.27
2023-05-25,C,891.0,1,,weekend,22704.98
2023-01-26,A,457.0,0,sunny,weekday,8327.59
2023-05-16,A,495.0,0,snowy,weekend,8977.37
2023-02-16,B,927.0,0,snowy,weekday,16171.33
2023-04-23,C,159.0,0,rainy,weekend,3803.77
2023-03-17,B,576.0,1,rainy,holiday,14771.69
2023-03-13,C,825.0,1,,weekday,20579.42
2023-03-30,A,711.0,0,,,14511.07
2023-02-15,C,100.0,1,snowy,weekend,2634.53
2023-02-02,C,654.0,1,,,15281.13
2023-01-01,C,410.0,0,snowy,weekend,7499.21
2023-05-27,C,267.0,1,sunny,weekday,6912.24
2023-01-31,C,291.0,0,sunny,holiday,5433.02
2023-05-22,B,133.0,1,,holiday,2564.29
2023-02-22,C,133.0,0,rainy,,1412.5
2023-02-17,C,787.0,0,,weekday,15942.02
2023-03-10,A,516.0,0,,,10026.16
2023-04-15,C,807.0,0,,holiday,17587.52
2023-03-31,A,257.0,1,rainy,weekday,4412.59
2023-03-04,B,856.0,0,,,17190.91
2023-03-14,B,599.0,0,rainy,weekend,12070.34
2023-06-10,C,465.0,,,holiday,10519.78
2023-06-18,B,439.0,1,rainy,weekend,12386.1
2023-03-30,C,957.0,0,rainy,weekday,17461.28
2023-06-25,B,434.0,,rainy,holiday,9580.3
2023-01-13,C,682.0,0,rainy,holiday,14603.32
2023-03-14,C,426.0,1,rainy,,10550.02
2023-03-18,A,213.0,0,sunny,,3949.58
2023-06-08,A,896.0,1,snowy,weekend,21889.51
2023-03-09,A,517.0,1,snowy,,10976.08
2023-04-08,A,567.0,0,rainy,weekday,10326.76
2023-05-05,C,242.0,1,snowy,holiday,5806.15
2023-04-12,B,708.0,1,rainy,weekday,16597.05
2023-05-12,C,408.0,1,,holiday,11630.97
2023-04-12,A,500.0,1,sunny,weekend,13398.31
2023-01-19,A,419.0,1,,,10743.84
2023-03-23,,311.0,1,,holiday,10006.43
2023-05-21,A,416.0,1,rainy,,9682.47
2023-01-23,C,284.0,1,,weekend,8564.04
2023-03-24,C,304.0,0,sunny,,5015.48
2023-04-19,C,463.0,1,,weekday,11446.72
2023-03-16,C,315.0,1,sunny,weekend,8198.36
2023-05-09,C,345.0,,sunny,holiday,6150.89
2023-03-29,B,338.0,1,rainy,holiday,8877.3
2023-02-23,C,904.0,0,sunny,weekday,18195.8
2023-03-30,A,490.0,1,,weekday,12847.34
2023-05-23,A,619.0,1,rainy,,15159.27
2023-03-06,A,689.0,1,sunny,holiday,17542.27
2023-03-17,A,935.0,1,sunny,weekday,24570.94
2023-05-23,B,376.0,1,snowy,,8043.79
2023-05-29,A,301.0,0,rainy,weekend,5401.63
2023-05-27,B,313.0,1,snowy,weekday,7483.73
2023-03-01,A,705.0,1,sunny,weekend,19399.86
2023-04-03,B,577.0,0,snowy,weekend,10459.14
2023-06-10,B,607.0,0,,weekend,12700.43
2023-02-18,B,174.0,1,,,5261.14
2023-02-04,A,768.0,1,sunny,weekday,18269.37
2023-06-21,B,764.0,,snowy,weekend,11794.93
2023-04-12,C,241.0,,snowy,holiday,5304.16
2023-01-11,C,689.0,0,rainy,,13960.26
2023-04-09,A,421.0,,,,6825.67
2023-04-20,C,793.0,0,,weekend,
2023-03-15,C,560.0,1,rainy,holiday,14109.55
2023-06-23,C,806.0,0,,weekday,16248.63
2023-01-09,A,769.0,0,snowy,,11980.39
2023-01-03,A,245.0,,snowy,weekend,3432.89
2023-03-26,C,153.0,0,,weekend,3684.17
2023-01-26,A,455.0,1,rainy,weekday,10679.69
2023-03-13,B,376.0,0,sunny,weekday,9024.52
2023-02-17,C,920.0,0,sunny,weekday,18988.55
2023-06-05,A,694.0,0,sunny,weekday,12916.99
2023-04-27,A,499.0,1,sunny,weekday,13194.4
2023-06-03,C,767.0,0,snowy,weekday,15343.59
2023-06-02,A,615.0,0,sunny,weekend,12839.11
2023-01-12,C,598.0,1,snowy,weekend,14508.4
2023-05-13,A,410.0,0,snowy,weekend,8528.99
2023-02-17,B,370.0,0,sunny,holiday,7956.5
2023-02-06,C,675.0,,sunny,weekday,11384.83
2023-02-13,B,548.0,0,sunny,holiday,12667.48
2023-01-15,C,211.0,0,,,5019.76
2023-02-12,A,338.0,1,,,9913.16
2023-06-25,B,243.0,1,rainy,weekend,4962.32
2023-03-28,A,473.0,1,snowy,,9693.84
2023-03-11,C,119.0,,sunny,weekend,1775.47
2023-02-15,C,675.0,0,,weekday,13332.09
2023-04-18,C,388.0,,rainy,holiday,8671.83
2023-05-03,C,692.0,,snowy,weekend,12019.36
2023-06-20,C,296.0,1,snowy,weekday,7514.33
2023-01-21,B,481.0,1,snowy,weekday,11631.42
2023-05-31,C,680.0,1,,weekday,17927.37
2023-04-17,A,797.0,0,sunny,holiday,17192.65
2023-03-21,B,778.0,1,sunny,weekend,18075.73
2023-02-16,A,816.0,0,snowy,weekday,16129.15
2023-04-27,C,591.0,1,snowy,holiday,14040.29
2023-05-04,A,263.0,1,rainy,weekday,6927.98
2023-05-23,B,705.0,0,rainy,weekend,14186.13
2023-01-25,B,348.0,1,snowy,holiday,9730.45
2023-02-05,B,167.0,1,rainy,,3917.52
2023-02-20,A,954.0,1,,weekend,25114.71
2023-01-15,,120.0,0,snowy,,2321.92
2023-03-09,A,930.0,1,rainy,weekday,22484.2
2023-01-21,C,611.0,1,snowy,holiday,13899.29
2023-05-21,C,696.0,0,sunny,holiday,17375.19
2023-01-19,A,489.0,1,,holiday,13369.76
2023-02-03,B,635.0,1,snowy,holiday,16285.58
2023-03-19,A,210.0,1,sunny,weekend,7104.15
2023-05-05,A,962.0,0,snowy,,17308.94
2023-04-27,A,694.0,0,sunny,,12883.97
2023-02-21,C,969.0,1,rainy,weekday,22037.33
2023-01-27,A,559.0,,sunny,weekday,10730.26
2023-06-06,C,177.0,1,,holiday,5234.18
2023-06-05,A,533.0,0,,weekday,11097.91
2023-02-04,C,479.0,0,rainy,weekday,10174.37
2023-05-16,A,751.0,1,snowy,holiday,17065.99
2023-05-24,A,539.0,1,,,13696.7
2023-04-16,B,987.0,0,rainy,weekday,19337.89
2023-06-13,B,882.0,1,,weekend,23759.56
2023-06-07,A,438.0,0,rainy,weekday,6025.98
2023-05-26,A,523.0,0,,weekday,10088.02
2023-01-02,A,268.0,0,rainy,weekday,5865.04
2023-06-26,A,808.0,1,,,19387.54
2023-03-18,B,361.0,,snowy,,5430.34
2023-05-12,C,826.0,0,sunny,holiday,18792.29
2023-03-31,A,678.0,1,,holiday,18974.08
2023-03-30,B,328.0,0,rainy,weekday,6450.97
2023-04-04,A,260.0,1,snowy,weekday,5268.33
2023-01-07,A,526.0,1,,weekday,11835.33
2023-04-05,C,221.0,0,rainy,holiday,5611.07
2023-04-18,A,248.0,0,sunny,,
2023-03-15,A,951.0,1,rainy,weekday,21047.04
2023-02-08,C,804.0,1,,weekday,21120.23
2023-05-21,C,842.0,0,rainy,weekend,16627.11
2023-06-08,C,210.0,1,rainy,,5288.8
2023-03-12,C,756.0,1,sunny,weekday,18840.27
2023-02-25,B,,1,,weekend,10704.98
2023-06-19,B,163.0,0,,holiday,2703.75
2023-02-11,B,737.0,1,sunny,,17823.55
2023-02-05,A,829.0,1,snowy,holiday,20593.17
2023-03-25,C,895.0,1,rainy,weekend,22885.1
2023-04-28,C,453.0,,rainy,,9875.17
2023-01-07,B,573.0,0,rainy,weekday,11354.07
2023-02-23,A,847.0,1,,weekday,21400.5
2023-05-09,A,584.0,0,,weekday,11238.24
2023-06-21,A,112.0,0,rainy,weekday,2614.82
2023-04-30,B,252.0,1,,weekday,5586.44
2023-06-22,A,338.0,,sunny,weekday,6962.07
2023-04-16,A,289.0,0,sunny,weekday,5562.02
2023-02-16,A,,,,weekend,14970.31
2023-05-03,C,185.0,0,rainy,weekday,4995.74
2023-05-21,B,120.0,0,rainy,,1349.33
2023-04-29,C,793.0,0,rainy,weekday,14692.76
2023-05-30,C,418.0,1,rainy,weekend,8842.92
2023-04-28,B,257.0,1,,weekday,6257.04
2023-01-21,C,580.0,0,snowy,,
2023-05-17,A,978.0,1,snowy,,21188.96
2023-01-26,A,175.0,1,rainy,weekday,2428.17
2023-01-09,A,428.0,1,rainy,weekday,9808.73
2023-01-15,A,515.0,0,rainy,,9636.14
2023-01-10,B,302.0,1,snowy,holiday,7241.67
2023-05-02,C,328.0,1,sunny,,9785.23
2023-05-01,C,251.0,0,snowy,,4819.44
2023-05-05,A,874.0,0,,weekday,17736.42
2023-06-19,,171.0,1,snowy,,4144.45
2023-03-13,C,324.0,0,,weekend,7143.76
2023-06-01,B,572.0,1,rainy,,13163.97
2023-02-18,C,996.0,0,,holiday,20882.87
2023-06-03,A,742.0,1,rainy,,19970.31
2023-04-01,A,459.0,0,sunny,weekday,9033.8
2023-02-06,B,639.0,,rainy,weekday,12161.54
2023-03-09,C,910.0,,rainy,holiday,19066.3
2023-02-19,B,708.0,,sunny,weekend,14073.15
2023-06-01,B,145.0,0,rainy,,2924.54
2023-01-19,A,100.0,1,rainy,,1159.98
2023-04-10,C,777.0,1,rainy,weekend,20090.56
2023-03-01,A,344.0,1,snowy,,7509.44
2023-06-16,C,318.0,0,,weekday,7488.24
2023-03-30,A,713.0,1,rainy,holiday,19167.77
2023-05-26,A,390.0,,snowy,,7374.39
2023-05-27,C,557.0,0,rainy,weekend,10320.37
2023-06-13,C,303.0,0,,weekend,6436.7
2023-03-10,A,301.0,0,rainy,holiday,7080.5
2023-06-24,C,665.0,0,,weekday,13416.56
2023-02-18,A,581.0,1,snowy,holiday,13035.74
2023-04-18,C,891.0,1,snowy,,20934.4
2023-06-10,A,,0,rainy,weekday,12308.09
2023-04-29,A,377.0,1,sunny,weekday,7924.33
2023-05-29,A,115.0,1,,weekend,3150.89
2023-05-30,B,624.0,0,rainy,weekday,12630.52
2023-06-25,C,455.0,1,snowy,,9697.89
2023-02-06,A,455.0,0,rainy,,7386.22
2023-05-23,B,929.0,1,,,22150.26
2023-06-12,A,698.0,0,rainy,weekday,13158.56
2023-06-09,B,177.0,1,,weekday,5355.62
2023-01-11,A,166.0,0,snowy,weekday,2009.43
2023-05-18,A,958.0,,sunny,,18080.24
2023-03-19,B,822.0,1,sunny,weekend,21258.9
2023-03-18,B,313.0,0,snowy,weekday,6252.87
2023-06-02,C,796.0,0,snowy,weekday,15906.42
2023-01-02,C,548.0,0,rainy,weekday,10495.52
2023-03-05,B,532.0,1,snowy,holiday,12498.98
2023-02-04,C,644.0,0,snowy,weekday,10875.28
2023-01-07,B,214.0,1,,weekend,7058.28
2023-03-26,C,886.0,0,rainy,weekday,15634.28
2023-05-26,A,519.0,0,,weekday,10573.84
2023-03-08,C,598.0,0,rainy,weekday,12613.78
2023-02-11,A,809.0,0,rainy,weekday,15220.6
2023-04-28,A,479.0,1,sunny,,10893.93
2023-05-05,C,242.0,0,sunny,weekday,5369.22
2023-06-16,B,839.0,1,snowy,weekday,18971.06
2023-06-18,A,731.0,1,rainy,,17808.14
2023-01-24,A,964.0,0,snowy,weekend,18766.4
2023-02-15,C,123.0,1,,holiday,3952.05
2023-01-19,B,638.0,1,snowy,weekday,14621.43
2023-03-09,B,174.0,1,,,5026.99
2023-04-12,C,852.0,0,sunny,,18389.06
2023-02-11,B,634.0,0,sunny,weekend,12491.4
2023-02-01,C,772.0,0,,weekend,15933.06
2023-06-16,C,140.0,1,,holiday,4723.13
2023-04-19,C,849.0,,,holiday,18597.91
2023-02-05,A,850.0,1,snowy,weekday,17987.68
2023-04-07,A,667.0,0,,holiday,15040.14
2023-06-13,A,512.0,1,rainy,holiday,
2023-05-11,C,514.0,,,,12400.35
2023-03-14,A,548.0,0,sunny,weekday,11953.29
2023-05-16,A,709.0,1,,weekday,18884.62
2023-04-07,A,757.0,1,sunny,holiday,20863.35
2023-05-03,C,873.0,1,sunny,weekday,22135.52
2023-03-11,C,535.0,1,snowy,weekday,11729.35
2023-06-18,C,651.0,,,weekday,12181.92
2023-01-13,A,804.0,0,sunny,weekend,15926.66
2023-02-18,B,338.0,1,rainy,,10057.27
2023-03-01,A,141.0,0,,holiday,3538.55
2023-05-10,A,833.0,0,,,15337.31
2023-01-05,C,807.0,,sunny,holiday,18811.64
2023-06-21,C,899.0,1,snowy,holiday,24847.2
2023-01-27,A,109.0,0,snowy,weekday,579.91
2023-06-09,A,846.0,1,,,21750.28
2023-05-29,B,936.0,0,,,17597.33
2023-01-08,B,364.0,0,snowy,weekend,7971.56
2023-02-19,C,680.0,1,snowy,weekend,14043.23
2023-03-08,B,544.0,1,rainy,,12994.92
2023-02-13,B,238.0,1,,weekend,6713.43
2023-05-05,C,966.0,1,,weekend,23903.65
2023-02-27,B,830.0,0,,holiday,18748.47
2023-01-03,A,295.0,0,snowy,weekday,4891.66
2023-03-27,B,173.0,0,sunny,holiday,5701.46
2023-03-11,C,714.0,,rainy,weekend,12824.08
2023-05-10,A,324.0,1,snowy,holiday,8918.41
2023-06-21,B,734.0,0,snowy,holiday,14434.23
2023-01-02,A,201.0,0,rainy,weekday,5047.96
2023-04-12,A,363.0,1,,holiday,11430.79
2023-02-04,B,260.0,1,sunny,holiday,6873.22
2023-04-08,B,332.0,0,rainy,weekday,6265.55
2023-01-30,C,590.0,1,sunny,,15658.74
2023-04-26,C,886.0,,,weekday,18241.96
2023-01-08,A,869.0,1,sunny,weekday,21607.69
2023-05-30,C,410.0,0,,weekday,7366.61
2023-02-13,A,750.0,1,snowy,weekday,17203.79
2023-02-05,A,326.0,0,,weekday,5408.91
2023-03-18,C,372.0,0,rainy,,7683.83
2023-01-31,C,416.0,,rainy,weekday,8959.05
2023-02-16,C,998.0,0,,weekday,19133.79
2023-02-24,B,185.0,0,,,3282.75
2023-04-16,A,390.0,1,snowy,weekday,8207.44
2023-06-07,A,568.0,1,snowy,,
2023-05-01,A,828.0,1,,weekday,20754.71
2023-02-24,C,970.0,0,sunny,,19033.96
2023-05-24,C,677.0,1,snowy,weekday,15815.28
2023-01-12,C,868.0,1,rainy,weekday,20158.29
2023-05-25,C,746.0,1,snowy,weekday,16601.61
2023-05-24,C,503.0,1,snowy,weekday,10314.04
2023-05-20,B,526.0,0,snowy,weekday,10222.78
2023-05-16,C,474.0,,snowy,,7549.24
2023-01-03,A,666.0,1,,,18082.94
2023-05-24,C,967.0,0,snowy,weekend,18502.14
2023-01-30,A,854.0,1,sunny,holiday,23312.61
2023-01-23,C,351.0,0,snowy,weekday,6306.21
2023-04-02,C,632.0,1,snowy,weekday,15758.96
2023-04-25,A,406.0,0,rainy,weekday,6435.15
2023-04-14,A,529.0,0,snowy,weekend,8796.01
2023-04-28,A,774.0,1,rainy,weekend,20258.62
2023-01-05,A,967.0,1,rainy,weekend,23195.51
2023-04-14,B,363.0,0,,weekday,6520.8
2023-04-18,A,167.0,1,rainy,,3545.33
2023-03-06,C,206.0,1,rainy,weekday,5961.7
2023-05-01,C,499.0,0,sunny,weekend,11329.02
2023-01-30,B,678.0,0,sunny,weekend,14089.76
2023-05-29,A,298.0,1,rainy,holiday,8203.79
2023-03-25,C,291.0,0,,weekday,6196.33
